Flow_Index,Simulated_IP,Predicted_Label,Actual_Label,Action,Timestamp
3051,192.168.1.3,BENIGN,BENIGN,PASSED,2026-06-23 15:00:43.521870
3052,10.0.0.5,DDoS,DDoS,PASSED,2026-06-23 15:00:43.521870
3053,192.168.1.15,BENIGN,BENIGN,PASSED,2026-06-23 15:00:43.523015
3054,192.168.1.35,DDoS,BENIGN,PASSED,2026-06-23 15:00:43.523015
3055,192.168.1.19,BENIGN,BENIGN,PASSED,2026-06-23 15:00:43.524015
3056,10.0.0.3,DROPPED,DDoS,BLOCKED,2026-06-23 15:00:43.524015
3057,192.168.1.30,DDoS,BENIGN,PASSED,2026-06-23 15:00:43.525003
3058,192.168.1.37,BENIGN,BENIGN,PASSED,2026-06-23 15:00:43.525928
3059,192.168.1.32,BENIGN,BENIGN,PASSED,2026-06-23 15:00:43.526621
3060,10.0.0.9,DDoS,DDoS,PASSED,2026-06-23 15:00:43.528254
3061,192.168.1.33,BENIGN,BENIGN,PASSED,2026-06-23 15:00:43.528637
3062,10.0.0.2,DDoS,DDoS,PASSED,2026-06-23 15:00:43.529826
3063,10.0.0.10,DDoS,DDoS,PASSED,2026-06-23 15:00:43.529826
3064,10.0.0.2,DDoS,DDoS,PASSED,2026-06-23 15:00:43.530811
3065,10.0.0.5,DDoS,DDoS,PASSED,2026-06-23 15:00:43.531824
3066,10.0.0.9,DDoS,DDoS,PASSED,2026-06-23 15:00:43.531824
3067,192.168.1.24,BENIGN,BENIGN,PASSED,2026-06-23 15:00:43.532746
3068,192.168.1.35,BENIGN,BENIGN,PASSED,2026-06-23 15:00:43.534142
3069,192.168.1.3,BENIGN,BENIGN,PASSED,2026-06-23 15:00:43.534142
3070,10.0.0.8,DROPPED,DDoS,BLOCKED,2026-06-23 15:00:43.534142
3071,10.0.0.9,DDoS,DDoS,PASSED,2026-06-23 15:00:43.534142
3072,10.0.0.4,DDoS,DDoS,PASSED,2026-06-23 15:00:43.534142
3073,192.168.1.28,BENIGN,BENIGN,PASSED,2026-06-23 15:00:43.534142
3074,10.0.0.2,DDoS,DDoS,PASSED,2026-06-23 15:00:43.534142
3075,192.168.1.16,BENIGN,BENIGN,PASSED,2026-06-23 15:00:43.534142
3076,192.168.1.20,BENIGN,BENIGN,PASSED,2026-06-23 15:00:43.534142
3077,10.0.0.1,DDoS,DDoS,PASSED,2026-06-23 15:00:43.539781
3078,10.0.0.8,DROPPED,DDoS,BLOCKED,2026-06-23 15:00:43.539781
3079,10.0.0.5,DDoS,DDoS,PASSED,2026-06-23 15:00:43.540524
3080,192.168.1.23,BENIGN,BENIGN,PASSED,2026-06-23 15:00:43.541568
3081,10.0.0.2,DDoS,DDoS,PASSED,2026-06-23 15:00:43.542652
3082,192.168.1.29,BENIGN,BENIGN,PASSED,2026-06-23 15:00:43.543578
3083,192.168.1.8,BENIGN,BENIGN,PASSED,2026-06-23 15:00:43.544578
3084,10.0.0.4,DDoS,DDoS,PASSED,2026-06-23 15:00:43.544578
3085,10.0.0.4,DDoS,DDoS,PASSED,2026-06-23 15:00:43.545578
3086,192.168.1.38,BENIGN,BENIGN,PASSED,2026-06-23 15:00:43.546586
3087,192.168.1.23,BENIGN,BENIGN,PASSED,2026-06-23 15:00:43.547708
3088,10.0.0.10,DDoS,DDoS,PASSED,2026-06-23 15:00:43.547708
3089,192.168.1.28,BENIGN,BENIGN,PASSED,2026-06-23 15:00:43.547708
3090,192.168.1.11,BENIGN,BENIGN,PASSED,2026-06-23 15:00:43.547708
3091,10.0.0.10,DDoS,DDoS,PASSED,2026-06-23 15:00:43.547708
3092,10.0.0.3,DDoS,DDoS,PASSED,2026-06-23 15:00:43.551669
3093,192.168.1.14,DDoS,BENIGN,PASSED,2026-06-23 15:00:43.551669
3094,10.0.0.4,DDoS,DDoS,PASSED,2026-06-23 15:00:43.554343
3095,192.168.1.4,BENIGN,BENIGN,PASSED,2026-06-23 15:00:43.554343
3096,10.0.0.10,DDoS,DDoS,BLOCKED,2026-06-23 15:00:43.554343
3097,10.0.0.6,DDoS,DDoS,PASSED,2026-06-23 15:00:43.554343
3098,192.168.1.35,BENIGN,BENIGN,PASSED,2026-06-23 15:00:43.554343
3099,192.168.1.18,BENIGN,BENIGN,PASSED,2026-06-23 15:00:43.554343
3100,192.168.1.39,BENIGN,BENIGN,PASSED,2026-06-23 15:00:43.554343
3101,10.0.0.9,DDoS,DDoS,PASSED,2026-06-23 15:00:43.560039
3102,10.0.0.3,DDoS,DDoS,PASSED,2026-06-23 15:00:43.560039
3103,192.168.1.21,BENIGN,BENIGN,PASSED,2026-06-23 15:00:43.561545
3104,192.168.1.19,BENIGN,BENIGN,PASSED,2026-06-23 15:00:43.562065
3105,10.0.0.5,DDoS,DDoS,PASSED,2026-06-23 15:00:43.563201
3106,192.168.1.37,BENIGN,BENIGN,PASSED,2026-06-23 15:00:43.564118
3107,192.168.1.18,BENIGN,BENIGN,PASSED,2026-06-23 15:00:43.564118
3108,10.0.0.9,DDoS,DDoS,PASSED,2026-06-23 15:00:43.565118
3109,10.0.0.2,DDoS,DDoS,PASSED,2026-06-23 15:00:43.565118
3110,10.0.0.3,DDoS,DDoS,PASSED,2026-06-23 15:00:43.565118
3111,10.0.0.7,DDoS,DDoS,PASSED,2026-06-23 15:00:43.567661
3112,10.0.0.1,DDoS,DDoS,PASSED,2026-06-23 15:00:43.568443
3113,192.168.1.18,BENIGN,BENIGN,PASSED,2026-06-23 15:00:43.568443
3114,10.0.0.3,DDoS,DDoS,PASSED,2026-06-23 15:00:43.568443
3115,192.168.1.9,BENIGN,BENIGN,PASSED,2026-06-23 15:00:43.568443
3116,192.168.1.16,BENIGN,BENIGN,PASSED,2026-06-23 15:00:43.572180
3117,192.168.1.10,BENIGN,BENIGN,PASSED,2026-06-23 15:00:43.572180
3118,192.168.1.21,BENIGN,BENIGN,PASSED,2026-06-23 15:00:43.572180
3119,10.0.0.4,DDoS,DDoS,PASSED,2026-06-23 15:00:43.574188
3120,192.168.1.26,BENIGN,BENIGN,PASSED,2026-06-23 15:00:43.575526
3121,192.168.1.32,BENIGN,BENIGN,PASSED,2026-06-23 15:00:43.575526
3122,192.168.1.10,BENIGN,BENIGN,PASSED,2026-06-23 15:00:43.576543
3123,10.0.0.10,DROPPED,DDoS,BLOCKED,2026-06-23 15:00:43.576543
3124,192.168.1.18,BENIGN,BENIGN,PASSED,2026-06-23 15:00:43.577549
3125,10.0.0.7,DDoS,DDoS,PASSED,2026-06-23 15:00:43.578548
3126,10.0.0.7,DDoS,DDoS,PASSED,2026-06-23 15:00:43.578548
3127,10.0.0.8,DDoS,DDoS,PASSED,2026-06-23 15:00:43.579548
3128,10.0.0.2,DDoS,DDoS,PASSED,2026-06-23 15:00:43.580548
3129,10.0.0.2,DDoS,DDoS,PASSED,2026-06-23 15:00:43.581463
3130,192.168.1.26,BENIGN,BENIGN,PASSED,2026-06-23 15:00:43.581463
3131,10.0.0.9,DDoS,DDoS,PASSED,2026-06-23 15:00:43.582672
3132,10.0.0.5,DDoS,DDoS,PASSED,2026-06-23 15:00:43.583676
3133,192.168.1.24,BENIGN,BENIGN,PASSED,2026-06-23 15:00:43.583676
3134,192.168.1.30,BENIGN,BENIGN,PASSED,2026-06-23 15:00:43.584681
3135,192.168.1.32,BENIGN,BENIGN,PASSED,2026-06-23 15:00:43.585678
3136,192.168.1.21,BENIGN,BENIGN,PASSED,2026-06-23 15:00:43.585678
3137,10.0.0.10,DROPPED,DDoS,BLOCKED,2026-06-23 15:00:43.585678
3138,192.168.1.1,BENIGN,BENIGN,PASSED,2026-06-23 15:00:43.586674
3139,10.0.0.2,DDoS,DDoS,PASSED,2026-06-23 15:00:43.587667
3140,10.0.0.8,DDoS,DDoS,PASSED,2026-06-23 15:00:43.587667
3141,10.0.0.6,DDoS,DDoS,PASSED,2026-06-23 15:00:43.588675
3142,192.168.1.5,BENIGN,BENIGN,PASSED,2026-06-23 15:00:43.588675
3143,192.168.1.35,BENIGN,BENIGN,PASSED,2026-06-23 15:00:43.588675
3144,192.168.1.26,DDoS,BENIGN,PASSED,2026-06-23 15:00:43.588675
3145,192.168.1.14,BENIGN,BENIGN,PASSED,2026-06-23 15:00:43.588675
3146,192.168.1.28,BENIGN,BENIGN,PASSED,2026-06-23 15:00:43.588675
3147,10.0.0.4,DDoS,DDoS,PASSED,2026-06-23 15:00:43.588675
3148,192.168.1.32,BENIGN,BENIGN,PASSED,2026-06-23 15:00:43.588675
3149,192.168.1.18,BENIGN,BENIGN,PASSED,2026-06-23 15:00:43.588675
3150,10.0.0.6,DDoS,DDoS,PASSED,2026-06-23 15:00:43.595819
3151,10.0.0.5,DDoS,DDoS,PASSED,2026-06-23 15:00:43.595819
3152,192.168.1.22,BENIGN,BENIGN,PASSED,2026-06-23 15:00:43.595819
3153,192.168.1.36,BENIGN,BENIGN,PASSED,2026-06-23 15:00:43.595819
3154,10.0.0.10,DDoS,DDoS,PASSED,2026-06-23 15:00:43.595819
3155,192.168.1.9,BENIGN,BENIGN,PASSED,2026-06-23 15:00:43.599910
3156,10.0.0.10,DDoS,DDoS,PASSED,2026-06-23 15:00:43.601224
3157,192.168.1.32,BENIGN,BENIGN,PASSED,2026-06-23 15:00:43.602061
3158,10.0.0.6,DDoS,DDoS,PASSED,2026-06-23 15:00:43.602875
3159,192.168.1.4,BENIGN,BENIGN,PASSED,2026-06-23 15:00:43.603181
3160,192.168.1.3,BENIGN,BENIGN,PASSED,2026-06-23 15:00:43.604211
3161,10.0.0.2,DDoS,DDoS,PASSED,2026-06-23 15:00:43.604211
3162,192.168.1.30,BENIGN,BENIGN,PASSED,2026-06-23 15:00:43.605700
3163,10.0.0.1,DDoS,DDoS,PASSED,2026-06-23 15:00:43.606708
3164,192.168.1.8,BENIGN,BENIGN,PASSED,2026-06-23 15:00:43.606708
3165,192.168.1.11,BENIGN,BENIGN,PASSED,2026-06-23 15:00:43.606708
3166,192.168.1.29,BENIGN,BENIGN,PASSED,2026-06-23 15:00:43.606708
3167,10.0.0.8,DDoS,DDoS,PASSED,2026-06-23 15:00:43.609115
3168,10.0.0.1,DDoS,DDoS,PASSED,2026-06-23 15:00:43.609115
3169,10.0.0.7,DDoS,DDoS,PASSED,2026-06-23 15:00:43.609115
3170,192.168.1.13,BENIGN,BENIGN,PASSED,2026-06-23 15:00:43.609115
3171,192.168.1.9,BENIGN,BENIGN,PASSED,2026-06-23 15:00:43.609115
3172,192.168.1.20,BENIGN,BENIGN,PASSED,2026-06-23 15:00:43.609115
3173,192.168.1.11,BENIGN,BENIGN,PASSED,2026-06-23 15:00:43.614395
3174,10.0.0.5,DDoS,DDoS,PASSED,2026-06-23 15:00:43.614395
3175,10.0.0.2,DDoS,DDoS,PASSED,2026-06-23 15:00:43.616063
3176,10.0.0.6,DDoS,DDoS,PASSED,2026-06-23 15:00:43.617147
3177,10.0.0.5,DDoS,DDoS,PASSED,2026-06-23 15:00:43.617147
3178,192.168.1.6,BENIGN,BENIGN,PASSED,2026-06-23 15:00:43.618150
3179,192.168.1.24,BENIGN,BENIGN,PASSED,2026-06-23 15:00:43.619148
3180,192.168.1.11,BENIGN,BENIGN,PASSED,2026-06-23 15:00:43.619148
3181,192.168.1.4,BENIGN,BENIGN,PASSED,2026-06-23 15:00:43.620151
3182,192.168.1.26,BENIGN,BENIGN,PASSED,2026-06-23 15:00:43.621269
3183,192.168.1.20,BENIGN,BENIGN,PASSED,2026-06-23 15:00:43.622148
3184,192.168.1.15,BENIGN,BENIGN,PASSED,2026-06-23 15:00:43.622148
3185,192.168.1.28,BENIGN,BENIGN,PASSED,2026-06-23 15:00:43.623071
3186,10.0.0.2,DDoS,DDoS,PASSED,2026-06-23 15:00:43.624283
3187,10.0.0.2,DDoS,DDoS,PASSED,2026-06-23 15:00:43.624283
3188,192.168.1.1,BENIGN,BENIGN,PASSED,2026-06-23 15:00:43.625285
3189,10.0.0.4,BENIGN,DDoS,PASSED,2026-06-23 15:00:43.626282
3190,10.0.0.8,DDoS,DDoS,PASSED,2026-06-23 15:00:43.627214
3191,192.168.1.5,BENIGN,BENIGN,PASSED,2026-06-23 15:00:43.628214
3192,192.168.1.9,BENIGN,BENIGN,PASSED,2026-06-23 15:00:43.628214
3193,192.168.1.38,BENIGN,BENIGN,PASSED,2026-06-23 15:00:43.629214
3194,192.168.1.15,BENIGN,BENIGN,PASSED,2026-06-23 15:00:43.630213
3195,10.0.0.9,DDoS,DDoS,PASSED,2026-06-23 15:00:43.630213
3196,10.0.0.8,DDoS,DDoS,PASSED,2026-06-23 15:00:43.630213
3197,192.168.1.1,BENIGN,BENIGN,PASSED,2026-06-23 15:00:43.630213
3198,10.0.0.1,DDoS,DDoS,PASSED,2026-06-23 15:00:43.630213
3199,10.0.0.6,DDoS,DDoS,PASSED,2026-06-23 15:00:43.630213
3200,10.0.0.2,DDoS,DDoS,PASSED,2026-06-23 15:00:43.630213
3201,192.168.1.28,BENIGN,BENIGN,PASSED,2026-06-23 15:00:43.630213
3202,192.168.1.9,BENIGN,BENIGN,PASSED,2026-06-23 15:00:43.630213
3203,10.0.0.8,DDoS,DDoS,PASSED,2026-06-23 15:00:43.630213
3204,192.168.1.5,DDoS,BENIGN,PASSED,2026-06-23 15:00:43.630213
3205,10.0.0.4,DDoS,DDoS,PASSED,2026-06-23 15:00:43.638648
3206,192.168.1.25,BENIGN,BENIGN,PASSED,2026-06-23 15:00:43.638648
3207,192.168.1.6,BENIGN,BENIGN,PASSED,2026-06-23 15:00:43.638648
3208,10.0.0.2,DDoS,DDoS,PASSED,2026-06-23 15:00:43.640656
3209,192.168.1.7,BENIGN,BENIGN,PASSED,2026-06-23 15:00:43.641460
3210,10.0.0.6,DDoS,DDoS,PASSED,2026-06-23 15:00:43.642996
3211,10.0.0.6,DDoS,DDoS,PASSED,2026-06-23 15:00:43.643367
3212,10.0.0.5,DDoS,DDoS,PASSED,2026-06-23 15:00:43.644904
3213,10.0.0.3,DDoS,DDoS,PASSED,2026-06-23 15:00:43.644904
3214,192.168.1.25,BENIGN,BENIGN,PASSED,2026-06-23 15:00:43.646030
3215,192.168.1.9,BENIGN,BENIGN,PASSED,2026-06-23 15:00:43.647044
3216,192.168.1.10,BENIGN,BENIGN,PASSED,2026-06-23 15:00:43.647044
3217,192.168.1.5,BENIGN,BENIGN,PASSED,2026-06-23 15:00:43.647044
3218,192.168.1.34,BENIGN,BENIGN,PASSED,2026-06-23 15:00:43.647044
3219,192.168.1.37,BENIGN,BENIGN,PASSED,2026-06-23 15:00:43.650887
3220,192.168.1.1,BENIGN,BENIGN,PASSED,2026-06-23 15:00:43.652064
3221,10.0.0.10,DDoS,DDoS,PASSED,2026-06-23 15:00:43.653081
3222,192.168.1.11,BENIGN,BENIGN,PASSED,2026-06-23 15:00:43.653081
3223,192.168.1.29,BENIGN,BENIGN,PASSED,2026-06-23 15:00:43.654072
3224,192.168.1.23,BENIGN,BENIGN,PASSED,2026-06-23 15:00:43.655082
3225,10.0.0.4,DDoS,DDoS,PASSED,2026-06-23 15:00:43.656080
3226,10.0.0.3,DDoS,DDoS,PASSED,2026-06-23 15:00:43.657088
3227,10.0.0.7,DDoS,DDoS,PASSED,2026-06-23 15:00:43.658001
3228,192.168.1.40,BENIGN,BENIGN,PASSED,2026-06-23 15:00:43.658001
3229,192.168.1.29,BENIGN,BENIGN,PASSED,2026-06-23 15:00:43.659271
3230,10.0.0.4,DDoS,DDoS,PASSED,2026-06-23 15:00:43.660267
3231,10.0.0.2,DDoS,DDoS,PASSED,2026-06-23 15:00:43.660267
3232,10.0.0.2,DDoS,DDoS,PASSED,2026-06-23 15:00:43.660267
3233,192.168.1.9,BENIGN,BENIGN,PASSED,2026-06-23 15:00:43.661846
3234,10.0.0.2,DDoS,DDoS,BLOCKED,2026-06-23 15:00:43.662945
3235,10.0.0.10,DDoS,DDoS,PASSED,2026-06-23 15:00:43.662945
3236,192.168.1.25,BENIGN,BENIGN,PASSED,2026-06-23 15:00:43.663943
3237,192.168.1.23,BENIGN,BENIGN,PASSED,2026-06-23 15:00:43.664908
3238,192.168.1.28,BENIGN,BENIGN,PASSED,2026-06-23 15:00:43.665936
3239,10.0.0.6,DDoS,DDoS,PASSED,2026-06-23 15:00:43.665936
3240,10.0.0.3,DDoS,DDoS,PASSED,2026-06-23 15:00:43.665936
3241,192.168.1.16,BENIGN,BENIGN,PASSED,2026-06-23 15:00:43.665936
3242,10.0.0.5,DDoS,DDoS,PASSED,2026-06-23 15:00:43.665936
3243,10.0.0.2,DROPPED,DDoS,BLOCKED,2026-06-23 15:00:43.665936
3244,10.0.0.4,DDoS,DDoS,PASSED,2026-06-23 15:00:43.665936
3245,192.168.1.36,BENIGN,BENIGN,PASSED,2026-06-23 15:00:43.665936
3246,10.0.0.10,DDoS,DDoS,PASSED,2026-06-23 15:00:43.665936
3247,192.168.1.39,BENIGN,BENIGN,PASSED,2026-06-23 15:00:43.665936
3248,192.168.1.39,BENIGN,BENIGN,PASSED,2026-06-23 15:00:43.665936
3249,10.0.0.5,DDoS,DDoS,PASSED,2026-06-23 15:00:43.665936
3250,10.0.0.1,DDoS,DDoS,PASSED,2026-06-23 15:00:43.665936
3251,192.168.1.20,BENIGN,BENIGN,PASSED,2026-06-23 15:00:43.665936
3252,10.0.0.4,DDoS,DDoS,PASSED,2026-06-23 15:00:43.665936
3253,10.0.0.9,DDoS,DDoS,PASSED,2026-06-23 15:00:43.665936
3254,10.0.0.10,DDoS,DDoS,PASSED,2026-06-23 15:00:43.665936
3255,192.168.1.33,BENIGN,BENIGN,PASSED,2026-06-23 15:00:43.677474
3256,192.168.1.13,BENIGN,BENIGN,PASSED,2026-06-23 15:00:43.678142
3257,10.0.0.7,DDoS,DDoS,PASSED,2026-06-23 15:00:43.678142
3258,192.168.1.19,BENIGN,BENIGN,PASSED,2026-06-23 15:00:43.680150
3259,10.0.0.1,DDoS,DDoS,PASSED,2026-06-23 15:00:43.680150
3260,192.168.1.16,BENIGN,BENIGN,PASSED,2026-06-23 15:00:43.680150
3261,10.0.0.8,DDoS,DDoS,PASSED,2026-06-23 15:00:43.681900
3262,192.168.1.25,BENIGN,BENIGN,PASSED,2026-06-23 15:00:43.682604
3263,10.0.0.2,DROPPED,DDoS,BLOCKED,2026-06-23 15:00:43.682604
3264,10.0.0.4,DDoS,DDoS,PASSED,2026-06-23 15:00:43.684015
3265,10.0.0.8,DDoS,DDoS,PASSED,2026-06-23 15:00:43.684417
3266,10.0.0.10,DDoS,DDoS,PASSED,2026-06-23 15:00:43.685532
3267,10.0.0.2,DROPPED,DDoS,BLOCKED,2026-06-23 15:00:43.685532
3268,10.0.0.9,DDoS,DDoS,PASSED,2026-06-23 15:00:43.685532
3269,192.168.1.1,BENIGN,BENIGN,PASSED,2026-06-23 15:00:43.686424
3270,192.168.1.24,BENIGN,BENIGN,PASSED,2026-06-23 15:00:43.687722
3271,10.0.0.6,DDoS,DDoS,PASSED,2026-06-23 15:00:43.687722
3272,192.168.1.9,BENIGN,BENIGN,PASSED,2026-06-23 15:00:43.687722
3273,10.0.0.7,DDoS,DDoS,PASSED,2026-06-23 15:00:43.687722
3274,192.168.1.37,BENIGN,BENIGN,PASSED,2026-06-23 15:00:43.687722
3275,10.0.0.7,DDoS,DDoS,PASSED,2026-06-23 15:00:43.687722
3276,10.0.0.6,DDoS,DDoS,PASSED,2026-06-23 15:00:43.687722
3277,192.168.1.35,BENIGN,BENIGN,PASSED,2026-06-23 15:00:43.692577
3278,192.168.1.12,BENIGN,BENIGN,PASSED,2026-06-23 15:00:43.693585
3279,10.0.0.8,DDoS,DDoS,PASSED,2026-06-23 15:00:43.694587
3280,192.168.1.5,BENIGN,BENIGN,PASSED,2026-06-23 15:00:43.694587
3281,10.0.0.1,DDoS,DDoS,PASSED,2026-06-23 15:00:43.695587
3282,10.0.0.10,DDoS,DDoS,PASSED,2026-06-23 15:00:43.696586
3283,10.0.0.2,DROPPED,DDoS,BLOCKED,2026-06-23 15:00:43.696586
3284,10.0.0.1,DDoS,DDoS,PASSED,2026-06-23 15:00:43.697585
3285,192.168.1.17,BENIGN,BENIGN,PASSED,2026-06-23 15:00:43.698667
3286,192.168.1.14,BENIGN,BENIGN,PASSED,2026-06-23 15:00:43.699587
3287,10.0.0.1,DDoS,DDoS,BLOCKED,2026-06-23 15:00:43.699587
3288,192.168.1.4,BENIGN,BENIGN,PASSED,2026-06-23 15:00:43.700761
3289,192.168.1.26,BENIGN,BENIGN,PASSED,2026-06-23 15:00:43.701750
3290,10.0.0.9,DDoS,DDoS,PASSED,2026-06-23 15:00:43.701750
3291,192.168.1.19,BENIGN,BENIGN,PASSED,2026-06-23 15:00:43.702747
3292,192.168.1.33,BENIGN,BENIGN,PASSED,2026-06-23 15:00:43.703747
3293,192.168.1.27,BENIGN,BENIGN,PASSED,2026-06-23 15:00:43.704750
3294,10.0.0.7,DDoS,DDoS,PASSED,2026-06-23 15:00:43.704750
3295,10.0.0.7,DDoS,DDoS,PASSED,2026-06-23 15:00:43.705761
3296,10.0.0.2,DDoS,DDoS,PASSED,2026-06-23 15:00:43.706740
3297,192.168.1.35,BENIGN,BENIGN,PASSED,2026-06-23 15:00:43.706740
3298,192.168.1.35,BENIGN,BENIGN,PASSED,2026-06-23 15:00:43.706740
3299,10.0.0.10,DDoS,DDoS,PASSED,2026-06-23 15:00:43.706740
3300,10.0.0.3,DDoS,DDoS,PASSED,2026-06-23 15:00:43.706740
3301,10.0.0.5,DDoS,DDoS,PASSED,2026-06-23 15:00:43.706740
3302,10.0.0.2,DDoS,DDoS,PASSED,2026-06-23 15:00:43.711314
3303,10.0.0.5,DDoS,DDoS,PASSED,2026-06-23 15:00:43.712193
3304,192.168.1.6,BENIGN,BENIGN,PASSED,2026-06-23 15:00:43.712193
3305,192.168.1.33,BENIGN,BENIGN,PASSED,2026-06-23 15:00:43.713269
3306,192.168.1.14,BENIGN,BENIGN,PASSED,2026-06-23 15:00:43.714423
3307,10.0.0.3,DDoS,DDoS,PASSED,2026-06-23 15:00:43.715508
3308,10.0.0.9,DDoS,DDoS,PASSED,2026-06-23 15:00:43.716428
3309,10.0.0.6,DDoS,DDoS,PASSED,2026-06-23 15:00:43.716428
3310,10.0.0.7,DDoS,DDoS,PASSED,2026-06-23 15:00:43.716428
3311,192.168.1.38,BENIGN,BENIGN,PASSED,2026-06-23 15:00:43.716428
3312,192.168.1.5,BENIGN,BENIGN,PASSED,2026-06-23 15:00:43.716428
3313,10.0.0.5,DDoS,DDoS,PASSED,2026-06-23 15:00:43.720383
3314,10.0.0.7,DDoS,DDoS,PASSED,2026-06-23 15:00:43.720383
3315,192.168.1.16,BENIGN,BENIGN,PASSED,2026-06-23 15:00:43.721392
3316,192.168.1.4,BENIGN,BENIGN,PASSED,2026-06-23 15:00:43.722467
3317,10.0.0.4,DDoS,DDoS,PASSED,2026-06-23 15:00:43.722467
3318,192.168.1.6,BENIGN,BENIGN,PASSED,2026-06-23 15:00:43.723471
3319,192.168.1.28,BENIGN,BENIGN,PASSED,2026-06-23 15:00:43.724469
3320,192.168.1.8,BENIGN,BENIGN,PASSED,2026-06-23 15:00:43.724469
3321,10.0.0.8,DDoS,DDoS,PASSED,2026-06-23 15:00:43.725472
3322,192.168.1.40,BENIGN,BENIGN,PASSED,2026-06-23 15:00:43.726476
3323,192.168.1.39,BENIGN,BENIGN,PASSED,2026-06-23 15:00:43.727327
3324,192.168.1.4,BENIGN,BENIGN,PASSED,2026-06-23 15:00:43.727327
3325,10.0.0.5,DDoS,DDoS,PASSED,2026-06-23 15:00:43.728579
3326,192.168.1.12,BENIGN,BENIGN,PASSED,2026-06-23 15:00:43.729586
3327,10.0.0.2,DDoS,DDoS,PASSED,2026-06-23 15:00:43.729586
3328,10.0.0.1,DROPPED,DDoS,BLOCKED,2026-06-23 15:00:43.730581
3329,10.0.0.3,DDoS,DDoS,PASSED,2026-06-23 15:00:43.730581
3330,192.168.1.1,BENIGN,BENIGN,PASSED,2026-06-23 15:00:43.731581
3331,10.0.0.3,DDoS,DDoS,PASSED,2026-06-23 15:00:43.732582
3332,10.0.0.8,DDoS,DDoS,PASSED,2026-06-23 15:00:43.732582
3333,10.0.0.6,DDoS,DDoS,PASSED,2026-06-23 15:00:43.733578
3334,192.168.1.34,BENIGN,BENIGN,PASSED,2026-06-23 15:00:43.734577
3335,10.0.0.9,DDoS,DDoS,PASSED,2026-06-23 15:00:43.734577
3336,10.0.0.5,DDoS,DDoS,PASSED,2026-06-23 15:00:43.734577
3337,192.168.1.11,BENIGN,BENIGN,PASSED,2026-06-23 15:00:43.734577
3338,192.168.1.24,BENIGN,BENIGN,PASSED,2026-06-23 15:00:43.734577
3339,10.0.0.3,DDoS,DDoS,PASSED,2026-06-23 15:00:43.734577
3340,192.168.1.18,BENIGN,BENIGN,PASSED,2026-06-23 15:00:43.734577
3341,192.168.1.8,BENIGN,BENIGN,PASSED,2026-06-23 15:00:43.739996
3342,192.168.1.2,BENIGN,BENIGN,PASSED,2026-06-23 15:00:43.739996
3343,192.168.1.22,BENIGN,BENIGN,PASSED,2026-06-23 15:00:43.739996
3344,10.0.0.7,DDoS,DDoS,PASSED,2026-06-23 15:00:43.742004
3345,10.0.0.5,DDoS,DDoS,PASSED,2026-06-23 15:00:43.742004
3346,10.0.0.9,DDoS,DDoS,PASSED,2026-06-23 15:00:43.742004
3347,10.0.0.2,DDoS,DDoS,PASSED,2026-06-23 15:00:43.744012
3348,192.168.1.17,BENIGN,BENIGN,PASSED,2026-06-23 15:00:43.745350
3349,10.0.0.10,DDoS,DDoS,PASSED,2026-06-23 15:00:43.745901
3350,10.0.0.2,DDoS,DDoS,PASSED,2026-06-23 15:00:43.746235
3351,10.0.0.8,DDoS,DDoS,PASSED,2026-06-23 15:00:43.748239
3352,192.168.1.30,BENIGN,BENIGN,PASSED,2026-06-23 15:00:43.748829
3353,192.168.1.33,BENIGN,BENIGN,PASSED,2026-06-23 15:00:43.749157
3354,10.0.0.6,DDoS,DDoS,PASSED,2026-06-23 15:00:43.750217
3355,192.168.1.4,DDoS,BENIGN,PASSED,2026-06-23 15:00:43.750217
3356,192.168.1.32,BENIGN,BENIGN,PASSED,2026-06-23 15:00:43.750217
3357,10.0.0.10,DDoS,DDoS,PASSED,2026-06-23 15:00:43.750217
3358,192.168.1.11,BENIGN,BENIGN,PASSED,2026-06-23 15:00:43.750217
3359,192.168.1.24,BENIGN,BENIGN,PASSED,2026-06-23 15:00:43.750217
3360,10.0.0.3,DDoS,DDoS,PASSED,2026-06-23 15:00:43.750217
3361,10.0.0.5,DDoS,DDoS,PASSED,2026-06-23 15:00:43.755119
3362,192.168.1.7,BENIGN,BENIGN,PASSED,2026-06-23 15:00:43.755119
3363,192.168.1.37,BENIGN,BENIGN,PASSED,2026-06-23 15:00:43.756215
3364,192.168.1.8,BENIGN,BENIGN,PASSED,2026-06-23 15:00:43.757012
3365,10.0.0.4,DDoS,DDoS,PASSED,2026-06-23 15:00:43.757012
3366,10.0.0.9,DDoS,DDoS,PASSED,2026-06-23 15:00:43.758375
3367,10.0.0.1,DDoS,DDoS,PASSED,2026-06-23 15:00:43.759384
3368,10.0.0.1,DDoS,DDoS,PASSED,2026-06-23 15:00:43.759384
3369,10.0.0.1,DDoS,DDoS,BLOCKED,2026-06-23 15:00:43.760377
3370,10.0.0.4,DDoS,DDoS,PASSED,2026-06-23 15:00:43.760377
3371,10.0.0.1,DROPPED,DDoS,BLOCKED,2026-06-23 15:00:43.760377
3372,10.0.0.8,DDoS,DDoS,PASSED,2026-06-23 15:00:43.761972
3373,192.168.1.24,BENIGN,BENIGN,PASSED,2026-06-23 15:00:43.762850
